Year,ISO-3 code,Country,Number of commercial banks,Branches of commercial banks,Outstanding deposits with commercial banks,"Number of commercial bank branches per 1,000 km2","Number of commercial bank branches per 100,000 adults","Number of ATMs per 100,000 adults",Outstanding deposits with commercial banks (% of GDP)
2008,SAU,Saudi Arabia,19,1410,846118,0.664747,8.030476,49.97552,43.40763
2009,SAU,Saudi Arabia,20,1519,940548,0.7159172,8.313338,53.7477,58.45119
2010,SAU,Saudi Arabia,21,1591,984850,0.7498756,8.372512,56.53523,49.72039
2011,SAU,Saudi Arabia,23,1646,1103634,0.776391,8.295469,58.48082,43.84466
2012,SAU,Saudi Arabia,23,1696,1260608,0.7996502,8.185178,60.52937,45.67576
2013,SAU,Saudi Arabia,23,1768,1401980,0.8331434,8.187707,63.4673,50.07202
2014,SAU,Saudi Arabia,23,1912,1575579,0.9001298,8.522295,68.33692,55.55024
2015,SAU,Saudi Arabia,23,1989,1604768,0.9359489,8.572083,73.37822,65.40697
2016,SAU,Saudi Arabia,24,2038,1617010,0.9592081,8.535404,74.04111,66.85981
2017,SAU,Saudi Arabia,25,2079,1619062,0.9787458,8.494203,74.01341,62.70092
2018,SAU,Saudi Arabia,24,2083,1661084,0.9801413,8.321007,73.79118,56.60896
2004,SEN,Senegal,12,110,1257073,0.6336675,2.010683,0,23.40349
2005,SEN,Senegal,17,142,1379408,0.8258453,2.544519,0,23.72487
2006,SEN,Senegal,18,172,1490101,0.9868592,2.956937,0,24.05281
2007,SEN,Senegal,17,190,1656316,1.075157,3.132106,0,24.19113
2008,SEN,Senegal,16,242,1722184,1.340051,3.794859,0,22.68956
2009,SEN,Senegal,18,260,2009665,1.443931,3.974629,0,26.19417
2010,SEN,Senegal,19,285,2275256,1.578975,4.224715,3.974568,28.33109
2011,SEN,Senegal,19,316,2387685,1.739989,4.527414,4.649046,28.30221
2012,SEN,Senegal,19,343,2565752,1.880226,4.756031,4.953104,28.19396
2013,SEN,Senegal,21,345,2711449,1.901002,4.673365,4.915971,28.94655
2014,SEN,Senegal,21,360,3088138,1.978912,4.726472,5.073825,31.5922
2015,SEN,Senegal,24,396,3669017,2.181478,5.059676,5.481316,34.91409
2016,SEN,Senegal,24,412,4137647,2.264582,5.101199,5.662799,36.67021
2017,SEN,Senegal,25,479,4497124,2.617774,5.722525,5.665754,36.64682
2018,SEN,Senegal,25,481,0,2.628162,5.572328,5.49524,0
2004,SRB,"Serbia, Republic of",43,1305,259260.5,15.41276,22.30388,0,17.86219
2005,SRB,"Serbia, Republic of",40,1899,381733.2,22.17013,32.02794,13.82537,20.66939
2006,SRB,"Serbia, Republic of",37,2165,526269,25.17722,36.37548,22.26801,24.12933
2007,SRB,"Serbia, Republic of",35,2427,781886.2,28.15001,40.68104,34.26989,30.98425
2008,SRB,"Serbia, Republic of",34,2715,794136.4,31.43151,45.45922,41.24238,27.3045
2009,SRB,"Serbia, Republic of",34,2618,991928.8,30.32243,43.9036,45.079,32.4995
2010,SRB,"Serbia, Republic of",33,2453,1215733,28.42442,41.22527,47.37755,37.40047
2011,SRB,"Serbia, Republic of",33,2352,1343527,27.26961,39.77362,47.19469,37.19346
2012,SRB,"Serbia, Republic of",32,2211,1476171,25.64601,37.52962,46.5983,38.74405
2013,SRB,"Serbia, Republic of",30,1984,1534408,23.02767,33.82324,44.89052,37.23206
2014,SRB,"Serbia, Republic of",29,1784,1686365,20.72948,30.55416,44.35662,40.53227
2015,SRB,"Serbia, Republic of",30,1727,1803057,20.08918,29.71541,45.74853,41.8145
2016,SRB,"Serbia, Republic of",31,1713,2013693,19.94054,29.61687,50.65775,44.53827
2017,SRB,"Serbia, Republic of",29,1621,2078917,18.86577,28.12994,45.77509,43.72646
2018,SRB,"Serbia, Republic of",27,1593,2373955,18.52275,27.72906,48.74838,46.91907
2004,SYC,Seychelles,6,20,3932.862,56.52174,42.34321,34.20028,85.19586
2005,SYC,Seychelles,6,19,4082.697,54.34783,40.20197,33.76966,80.76444
2006,SYC,Seychelles,6,20,4338.582,56.52174,40.84197,36.12944,77.33212
2007,SYC,Seychelles,6,20,4144.875,56.52174,40.43923,37.32852,59.84514
2008,SYC,Seychelles,7,24,5496.138,67.3913,46.83487,42.30246,60.08678
2009,SYC,Seychelles,7,24,5900.645,67.3913,46.30667,44.81291,51.16314
2010,SYC,Seychelles,7,25,6790.406,69.56522,46.16406,44.72143,58.01286
2011,SYC,Seychelles,7,25,6959.33,69.56522,47.16703,45.69306,52.73818
2012,SYC,Seychelles,7,26,6742.215,71.73913,47.98744,50.89577,46.43599
2013,SYC,Seychelles,7,27,8408.704,73.91304,48.4227,64.08887,52.50673
2014,SYC,Seychelles,9,29,11012.09,82.6087,53.20489,65.80605,64.32603
2015,SYC,Seychelles,9,30,11214,84.78261,53.34792,65.65898,61.1456
2016,SYC,Seychelles,9,30,12502,84.78261,52.83479,71.80112,65.75136
2017,SYC,Seychelles,9,30,13150,84.78261,52.32862,79.16382,64.0982
2018,SYC,Seychelles,8,30,17876,82.6087,50.59785,82.55439,80.80718
2004,SLE,Sierra Leone,7,27,351270,0.4710446,1.126868,0,9.085844
2005,SLE,Sierra Leone,7,31,506830,0.5264616,1.20775,0,10.77484
2006,SLE,Sierra Leone,8,36,608890,0.6095871,1.353575,0,10.90511
2007,SLE,Sierra Leone,10,44,797450,0.7481297,1.614738,0,12.37601
2008,SLE,Sierra Leone,13,57,1077080,0.9697977,2.039385,0.2913407,14.41862
2009,SLE,Sierra Leone,14,73,1310550,1.20532,2.469664,0.3974172,15.54586
2010,SLE,Sierra Leone,13,81,1825200,1.3023,2.596765,0.3867523,17.53465
2011,SLE,Sierra Leone,13,86,2303228,1.371571,2.666064,0.3770192,17.99733
2012,SLE,Sierra Leone,13,89,2829000,1.413134,2.674398,0.3670742,17.12943
2013,SLE,Sierra Leone,0,0,0,0,0,0,0
2014,SLE,Sierra Leone,0,0,0,0,0,0,0
2015,SLE,Sierra Leone,0,0,0,0,0,0,0
2016,SLE,Sierra Leone,0,0,0,0,0,0,0
2017,SLE,Sierra Leone,0,0,0,0,0,0,0
2018,SLE,Sierra Leone,0,0,0,0,0,0,0
2004,SGP,Singapore,111,282,206176.3,570.3919,11.72165,47.93052,106.0398
2005,SGP,Singapore,110,287,223718,576.1974,11.51022,48.65026,105.1687
2006,SGP,Singapore,108,291,272462.6,574.9279,11.17079,49.30264,115.3726
2007,SGP,Singapore,112,290,314985.8,578.4173,10.75531,51.95724,115.5074
2008,SGP,Singapore,113,295,347507.4,582.8571,10.30477,52.38256,126.8546
2009,SGP,Singapore,119,301,391495.1,600,10.24127,54.81516,138.6341
2010,SGP,Singapore,120,309,433757.8,611.1111,10.22305,61.5051,132.6557
2011,SGP,Singapore,121,308,483110.3,609.375,9.964789,61.99539,137.4941
2012,SGP,Singapore,123,310,518840.7,613.3145,9.769289,61.39084,140.6947
2013,SGP,Singapore,124,303,537582.9,603.9604,9.437423,60.27132,139.679
2014,SGP,Singapore,125,304,550363.9,605.0776,9.319691,59.50264,137.9538
2015,SGP,Singapore,123,310,560011.4,610.7193,9.258238,60.01818,132.2516
2016,SGP,Singapore,126,301,596611.5,602.2567,8.984,57.75429,135.7751
2017,SGP,Singapore,127,278,606386.9,571.2271,8.487998,65.15849,129.7624
2018,SGP,Singapore,131,271,627768.2,566.9958,8.361754,66.45722,127.8096
2004,SVK,Slovak Republic,18,1102,17999.59,23.28482,25.21819,38.27762,39.04337
2005,SVK,Slovak Republic,20,1129,18637.3,23.88773,25.71062,41.48607,36.9677
2006,SVK,Slovak Republic,21,1160,21686.24,24.55301,26.30225,44.43098,38.53779
2007,SVK,Slovak Republic,22,1149,24422.33,24.34511,25.96068,48.0195,38.73247
2008,SVK,Slovak Republic,22,1237,29496.95,26.17464,27.78439,49.65439,43.06651
2009,SVK,Slovak Republic,22,1182,27883.36,25.03639,26.45732,50.07993,43.55206
2010,SVK,Slovak Republic,25,1175,29491.55,24.95269,26.289,51.24164,43.64121
2011,SVK,Slovak Republic,26,1162,30567.5,24.70471,25.97161,52.5772,43.28006
2012,SVK,Slovak Republic,24,1197,32127.86,25.39095,26.63119,54.70191,44.19025
2013,SVK,Slovak Republic,24,1211,33523.5,25.68208,26.90149,56.22086,45.19827
2014,SVK,Slovak Republic,24,1262,34555.16,26.74709,27.99339,58.92543,45.41486
2015,SVK,Slovak Republic,23,1276,37953.27,27.01635,28.27078,59.52315,47.95819
2016,SVK,Slovak Republic,24,1276,39790.72,27.03827,28.26115,60.10928,48.98762
2017,SVK,Slovak Republic,22,1217,42085.76,25.76955,26.91554,60.69573,49.59968
2018,SVK,Slovak Republic,23,1156,45031.81,24.52163,25.60352,61.86975,49.92341
2004,SVN,Slovenia,20,682,13157.8,34.85601,40.99162,81.10736,47.54795
2005,SVN,Slovenia,22,668,13962.14,34.26018,40.11633,86.62801,47.77204
2006,SVN,Slovenia,22,664,14971.75,34.06157,39.6774,88.03061,47.44596
2007,SVN,Slovenia,24,676,16432.43,34.7567,40.24466,94.45998,46.74599
2008,SVN,Slovenia,21,665,17614.14,34.05109,39.40712,99.43693,46.41261
2009,SVN,Slovenia,22,673,18295.42,34.49851,39.60811,101.7843,50.58707
2010,SVN,Slovenia,22,661,18985.14,33.90218,38.79029,103.0243,52.3693
2011,SVN,Slovenia,22,653,19172.09,33.50541,38.34362,104.8059,51.96209
2012,SVN,Slovenia,20,658,18855,33.65483,38.49016,101.5618,52.26453
2013,SVN,Slovenia,20,587,18615,30.13903,34.44957,100.738,51.36703
2014,SVN,Slovenia,21,540,19672,27.85501,31.84733,96.05292,52.31457
2015,SVN,Slovenia,20,529,20595,27.25567,31.19329,96.02305,52.99338
2016,SVN,Slovenia,16,523,21969,26.76,30.6426,95.28201,54.43635
2017,SVN,Slovenia,15,503,23389,25.71741,29.4786,93.67138,54.39346
2018,SVN,Slovenia,14,478,24817,24.42657,28.0342,90.02854,54.01157
2004,SLB,Solomon Islands,3,17,545,0.7145409,7.455593,1.491119,19.4116
2005,SLB,Solomon Islands,3,19,732,0.785995,7.97992,1.450894,23.48638
2006,SLB,Solomon Islands,3,20,966,0.821722,8.126778,4.240058,27.79616
2007,SLB,Solomon Islands,3,20,1144,0.821722,7.921665,5.510724,28.96936
2008,SLB,Solomon Islands,3,20,1395,0.821722,7.726366,6.718579,29.59898
2009,SLB,Solomon Islands,3,20,1557,0.821722,7.539278,7.211483,32.33645
2010,SLB,Solomon Islands,3,11,1745,0.5001786,4.47818,11.19545,31.76687
2011,SLB,Solomon Islands,3,10,1543,0.4644516,4.058188,11.23806,21.64935
2012,SLB,Solomon Islands,3,10,1810,0.4644516,3.956467,11.56506,23.13085
2013,SLB,Solomon Islands,3,9,2226.614,0.4287245,3.55855,11.26874,26.98985
2014,SLB,Solomon Islands,4,10,2325.506,0.5001786,4.045202,11.26878,26.89743
2015,SLB,Solomon Islands,3,11,2598.703,0.5001786,3.942241,11.54513,28.43622
2016,SLB,Solomon Islands,3,12,2936.269,0.5359057,4.11578,11.52418,29.96884
2017,SLB,Solomon Islands,4,12,3136.86,0.5716327,4.279414,12.03585,30.51165
2018,SLB,Solomon Islands,0,0,0,0,0,0,0
2004,ZAF,South Africa,37,1486,536933,1.255472,4.738874,29.53161,36.36223
2005,ZAF,South Africa,36,2282,648998,1.910823,7.084516,24.89055,39.59106
2006,ZAF,South Africa,35,2400,761513,2.007271,7.318911,26.40519,41.40008
2007,ZAF,South Africa,35,1982,909873,1.662696,5.961834,30.32052,43.13212
2008,ZAF,South Africa,34,2641,1092302,2.205113,7.774065,43.32843,46.10692
2009,ZAF,South Africa,32,3180,1096970,2.647784,9.174946,51.53338,43.74447
2010,ZAF,South Africa,32,3486,1122851,2.900032,9.873257,55.92226,40.86054
2011,ZAF,South Africa,30,3717,1256025,3.088806,10.32195,57.74175,41.5399
2012,ZAF,South Africa,32,3662,1342921,3.045116,9.984831,57.45197,41.27173
2013,ZAF,South Africa,32,3785,1451136,3.14651,10.123,58.31931,40.99281
2014,ZAF,South Africa,32,4140,1583602,3.439151,10.8586,65.69298,41.61515
2015,ZAF,South Africa,33,4049,1780109,3.364961,10.43107,68.84712,43.9379
2016,ZAF,South Africa,34,3998,1907479,3.323743,10.12943,68.92636,43.84693
2017,ZAF,South Africa,36,4164,2053761,3.462233,10.37578,67.59324,44.14996
2018,ZAF,South Africa,36,4127,2185914,3.431732,10.11605,66.66437,45.07576
2004,SSD,South Sudan,0,0,0,0,0,0,0
2005,SSD,South Sudan,0,0,0,0,0,0,0
2006,SSD,South Sudan,0,0,0,0,0,0,0
2007,SSD,South Sudan,0,0,0,0,0,0,0
2008,SSD,South Sudan,0,0,489.845,0,0,0,1.506288
2009,SSD,South Sudan,8,27,661.7742,0,0.6792509,0,2.342398
2010,SSD,South Sudan,8,31,1000.511,0,0.7239675,0,2.760031
2011,SSD,South Sudan,10,32,2570.5,0.0651841,0.7519222,0.6266019,4.82415
2012,SSD,South Sudan,17,38,3726.989,0.0853601,0.9533421,0.6586727,12.18448
2013,SSD,South Sudan,26,61,4326.2,0.1350242,1.465864,0.7413565,11.06162
2014,SSD,South Sudan,27,88,6378,0.1784802,1.891219,1.10184,16.27788
2015,SSD,South Sudan,28,72,15871.77,0.1552002,1.611332,1.047366,35.58692
2016,SSD,South Sudan,28,75,38861.37,0.1598562,1.636,0.8577085,27.08109
2017,SSD,South Sudan,27,65,33774.27,0.1427842,1.445659,0.5028379,0
2018,SSD,South Sudan,27,61,29390.24,0.1365762,1.369476,0.4824292,0
2004,ESP,Spain,183,35671,515746.8,71.82579,97.49159,145.8105,59.87169
2005,ESP,Spain,186,36943,574212.2,74.3934,99.24419,148.6431,61.70569
2006,ESP,Spain,189,38514,667305.5,77.56423,101.8004,152.0418,66.20265
2007,ESP,Spain,197,40133,728794.1,80.80383,104.208,157.3559,67.43055
2008,ESP,Spain,205,40565,803340.4,81.73617,103.7535,156.3733,71.96939
2009,ESP,Spain,199,39042,828488.9,78.6929,99.0597,151.7337,76.77933
2010,ESP,Spain,196,37876,853865.2,76.14248,95.72896,149.1277,78.9932
2011,ESP,Spain,201,34953,831384.4,70.32488,88.21737,146.8934,77.66688
2012,ESP,Spain,190,33171,832570,66.69399,83.74823,135.9186,80.06905
2013,ESP,Spain,176,29016,867874,58.35949,73.56169,130.6355,84.61343
2014,ESP,Spain,161,27401,857336,55.10086,69.67945,118.6563,82.60932
2015,ESP,Spain,154,26529,855290,53.40221,67.51621,116.7788,79.10818
2016,ESP,Spain,144,24347,880919,49.02475,61.82365,113.0627,78.74186
2017,ESP,Spain,144,23134,904945,46.59663,58.56121,111.784,77.58984
2018,ESP,Spain,137,21869,940200,44.05041,55.14918,108.5817,77.81515
2004,LKA,Sri Lanka,22,1231,875736,19.98086,8.775027,0,41.88439
2005,LKA,Sri Lanka,23,1287,1042003,20.88981,9.087479,0,42.4825
2006,LKA,Sri Lanka,23,1736,1235537,28.04975,12.1114,0,42.04394
2007,LKA,Sri Lanka,23,1935,1456701,31.22309,13.37703,9.352987,40.70489
2008,LKA,Sri Lanka,22,2075,1560247,33.43964,14.21132,11.20912,35.37428
2009,LKA,Sri Lanka,22,2212,1850591,35.6243,15.01518,12.61571,38.27257
2010,LKA,Sri Lanka,22,2376,2153425,38.23952,15.98392,13.46435,33.57556
2011,LKA,Sri Lanka,24,2610,2558731,42.00287,17.39531,15.1499,35.44388
2012,LKA,Sri Lanka,24,2729,3061297,43.90049,18.00905,15.79798,35.05652
2013,LKA,Sri Lanka,24,2803,3552439,45.08053,18.30822,16.47545,37.03495
2014,LKA,Sri Lanka,25,2856,3976867,45.94164,18.44316,16.86835,38.38248
2015,LKA,Sri Lanka,25,2914,4638976,46.86653,18.58528,17.16245,42.35852
2016,LKA,Sri Lanka,0,0,0,0,0,0,0
2017,LKA,Sri Lanka,0,0,0,0,0,0,0
2018,LKA,Sri Lanka,0,0,0,0,0,0,0
2004,K0,St. Kitts and Nevis,6,16,1149.843,84.61538,57.55653,78.48617,80.46621
2005,K0,St. Kitts and Nevis,6,16,1215.388,84.61538,56.79875,82.61637,77.9158
2006,K0,St. Kitts and Nevis,6,16,1318.372,84.61538,56.10738,81.61073,74.29482
2007,K0,St. Kitts and Nevis,6,16,1487.55,84.61538,55.46159,57.98257,76.10374
2008,K0,St. Kitts and Nevis,7,17,1538.62,92.30769,59.8436,62.33709,71.82782
2009,K0,St. Kitts and Nevis,7,17,1638.745,92.30769,59.19208,69.05743,79.12517
2010,K0,St. Kitts and Nevis,7,17,1788.971,92.30769,58.5489,68.30705,86.41037
2011,K0,St. Kitts and Nevis,7,13,1984.276,76.92308,48.26443,74.80987,89.76326
2012,K0,St. Kitts and Nevis,7,14,1983.55,80.76923,50.11394,76.3641,91.78595
2013,K0,St. Kitts and Nevis,7,14,2204.129,80.76923,49.56915,96.77787,96.09744
2014,K0,St. Kitts and Nevis,6,13,2399.879,73.07692,44.37258,91.08056,96.94464
2015,K0,St. Kitts and Nevis,6,13,2599.292,73.07692,43.92385,92.47127,102.8181
2016,K0,St. Kitts and Nevis,6,12,2565.61,69.23077,41.2075,89.28291,99.08785
2017,K0,St. Kitts and Nevis,6,8,2561.586,53.84615,31.74747,88.43939,95.63795
2018,K0,St. Kitts and Nevis,6,8,2494.849,53.84615,32.9963,94.27514,88.85857
2004,LCA,St. Lucia,6,23,1664.506,47.54098,25.12846,30.32745,64.59944
2005,LCA,St. Lucia,6,23,1848.082,47.54098,24.55089,29.63038,67.3739
2006,LCA,St. Lucia,6,23,2050.996,47.54098,23.91871,30.51697,66.95312
2007,LCA,St. Lucia,6,23,2299.766,47.54098,23.29972,32.94099,66.57389
2008,LCA,St. Lucia,6,23,2481.506,47.54098,22.70361,32.0982,71.42782
2009,LCA,St. Lucia,6,23,2573.535,47.54098,22.15736,29.79783,74.53876
2010,LCA,St. Lucia,6,23,2604.656,47.54098,21.68159,44.11083,68.94547
2011,LCA,St. Lucia,6,23,2655.62,47.54098,21.29144,45.51962,68.10106
2012,LCA,St. Lucia,6,23,2705.667,47.54098,20.968,46.2742,69.69283
2013,LCA,St. Lucia,6,23,2760.652,47.54098,20.68665,45.65331,69.03258
2014,LCA,St. Lucia,6,23,2760.426,47.54098,20.42599,44.3737,66.28474
2015,LCA,St. Lucia,5,23,2836.017,45.90164,19.47704,43.82334,64.01123
2016,LCA,St. Lucia,5,18,2836.89,37.70492,15.8352,37.1783,62.23624
2017,LCA,St. Lucia,5,18,2909.298,37.70492,15.66928,42.92021,59.52677
2018,LCA,St. Lucia,5,18,3041.364,37.70492,15.5091,42.48146,60.03823
2004,VCT,St. Vincent and the Gre0dines,4,0,842.436,0,0,20.7803,59.77552
2005,VCT,St. Vincent and the Gre0dines,4,0,887.03,0,0,20.60873,59.65363
2006,VCT,St. Vincent and the Gre0dines,4,0,922.788,0,0,21.76223,55.94312
2007,VCT,St. Vincent and the Gre0dines,4,0,981.982,0,0,25.48582,53.13741
2008,VCT,St. Vincent and the Gre0dines,4,0,1038.947,0,0,25.38619,55.33207
2009,VCT,St. Vincent and the Gre0dines,4,13,1030.199,43.58974,21.48581,24.01355,56.53319
2010,VCT,St. Vincent and the Gre0dines,4,13,1050.287,43.58974,21.36806,26.39584,57.10223
2011,VCT,St. Vincent and the Gre0dines,4,13,1063.632,43.58974,21.24628,26.24541,58.26367
2012,VCT,St. Vincent and the Gre0dines,4,13,1143.067,43.58974,21.09862,19.85752,61.09648
2013,VCT,St. Vincent and the Gre0dines,4,13,1159.711,43.58974,20.93544,32.01892,59.55591
2014,VCT,St. Vincent and the Gre0dines,4,13,1237.887,43.58974,20.77884,31.7794,63.00228
2015,VCT,St. Vincent and the Gre0dines,4,13,1275.383,43.58974,20.63758,33.99131,62.52685
2016,VCT,St. Vincent and the Gre0dines,4,8,1280.96,30.76923,14.44669,34.91284,61.55331
2017,VCT,St. Vincent and the Gre0dines,4,8,1313.759,30.76923,14.3376,35.84401,61.96682
2018,VCT,St. Vincent and the Gre0dines,4,8,1326,30.76923,14.23775,35.59437,60.40029
2004,SDN,Sudan,23,413,6385.92,0.1835017,2.558118,0,11.53923
2005,SDN,Sudan,24,402,9799.134,0.1792929,2.434301,0,15.16508
2006,SDN,Sudan,23,401,11961.21,0.1784512,2.367866,0.4858592,15.37661
2007,SDN,Sudan,23,411,13677.9,0.1826599,2.3689,1.091659,14.78103
2008,SDN,Sudan,28,417,15974.08,0.1872896,2.373298,1.55731,14.01586
2009,SDN,Sudan,28,452,20372,0.2020202,2.499549,2.030884,16.65397
2010,SDN,Sudan,28,548,24949.48,0.2424242,2.925669,3.458994,16.48438
2011,SDN,Sudan,28,583,26384.9,0.3282327,3.02001,3.682336,14.69625
2012,SDN,Sudan,30,606,37911.3,0.3416629,3.055337,4.078587,15.57489
2013,SDN,Sudan,32,645,42456.11,0.3636883,3.158099,4.221683,12.38498
2014,SDN,Sudan,32,674,47623,0.3792673,3.196307,4.391526,10.1047
2015,SDN,Sudan,32,723,56700.44,0.4055904,3.316781,4.718175,9.726689
2016,SDN,Sudan,32,733,70883,0.4109624,3.262996,5.075771,11.94163
2017,SDN,Sudan,32,769,124473,0.4303018,3.316444,5.386634,15.13506
2018,SDN,Sudan,37,800,266361.4,0.4496413,3.36351,6.413575,26.75377
2004,SUR,Suri0me,7,29,1708.29,0.2307692,10.59437,17.363,42.10194
2005,SUR,Suri0me,8,29,1922.49,0.2371795,10.71181,19.68658,39.2425
2006,SUR,Suri0me,8,29,2432.24,0.2371795,10.52611,24.75057,33.75154
2007,SUR,Suri0me,8,30,3223.58,0.2435897,10.62141,28.5101,39.99216
2008,SUR,Suri0me,8,30,3710.87,0.2435897,10.43443,28.28279,38.26436
2009,SUR,Suri0me,8,31,4412.33,0.25,10.52075,34.25988,41.4755
2010,SUR,Suri0me,9,33,4978.7,0.2692308,11.13332,35.25551,41.51338
2011,SUR,Suri0me,9,33,6065.03,0.2692308,10.94842,36.49473,41.96672
2012,SUR,Suri0me,9,33,7340.93,0.2692308,10.77025,41.28597,44.66916
2013,SUR,Suri0me,9,39,8538.53,0.3076923,12.11381,42.14596,50.28285
2014,SUR,Suri0me,9,40,9111,0.3141026,12.17606,46.46782,52.68301
2015,SUR,Suri0me,9,35,10115.92,0.2820513,10.77109,46.51151,61.84462
2016,SUR,Suri0me,9,37,15865,0.2948718,11.10803,49.0202,80.42277
2017,SUR,Suri0me,10,38,17416.45,0.3076923,11.43709,50.27556,75.7962
2018,SUR,Suri0me,10,39,19241.3,0.3141026,11.52385,47.5065,75.23186
2004,SWZ,"Eswatini, Kingdom of",4,33,2947.479,2.151163,6.27259,7.459296,16.47223
2005,SWZ,"Eswatini, Kingdom of",4,34,3241.715,2.209302,6.373091,12.57847,16.03963
2006,SWZ,"Eswatini, Kingdom of",4,35,3592.686,2.267442,6.441149,15.35966,16.11981
2007,SWZ,"Eswatini, Kingdom of",4,35,4537.568,2.267442,6.339639,16.41804,18.56383
2008,SWZ,"Eswatini, Kingdom of",4,36,5430.66,2.325581,6.398864,20.31639,19.956
2009,SWZ,"Eswatini, Kingdom of",4,36,6990.825,2.325581,6.299421,20.6306,23.04208
2010,SWZ,"Eswatini, Kingdom of",4,37,7506.302,2.383721,6.361491,23.89438,23.09831
2011,SWZ,"Eswatini, Kingdom of",4,43,7585,2.732558,7.195313,24.80087,21.67011
2012,SWZ,"Eswatini, Kingdom of",4,43,8615,2.732558,7.09988,29.00377,21.75304
2013,SWZ,"Eswatini, Kingdom of",4,42,6580,2.674419,6.857821,30.56203,14.94295
2014,SWZ,"Eswatini, Kingdom of",4,42,10816,2.674419,6.769245,37.37801,22.76791
2015,SWZ,"Eswatini, Kingdom of",4,50,10972,3.139535,7.844163,37.3324,21.39029
2016,SWZ,"Eswatini, Kingdom of",4,46,14442,2.906977,7.16924,37.56682,25.71838
2017,SWZ,"Eswatini, Kingdom of",4,41,15039,2.616279,6.369382,36.51779,25.43913
2018,SWZ,"Eswatini, Kingdom of",5,44,16015,2.848837,6.845153,40.09304,25.71353
2004,SWE,Sweden,48,1698,879841,4.255008,23.5749,36.46954,31.32887
2005,SWE,Sweden,49,1705,984087,4.274504,23.51833,37.73123,33.80949
2006,SWE,Sweden,55,1730,1121831,4.350051,23.78233,37.51879,36.15504
2007,SWE,Sweden,56,1733,1279302,4.359799,23.59525,40.6883,38.75518
2008,SWE,Sweden,60,1777,1427164,4.476775,23.95457,42.1976,42.07837
2009,SWE,Sweden,59,1722,1464813,4.340303,22.96478,42.79624,44.49602
2010,SWE,Sweden,61,1701,1586472,4.294,22.50322,42.79698,45.02132
2011,SWE,Sweden,62,1650,1704484,4.17215,21.7013,45.20259,46.55733
2012,SWE,Sweden,66,1665,1823882,4.249521,21.80951,43.03945,49.44282
2013,SWE,Sweden,65,1655,1908959,4.222517,21.54138,40.54038,50.58267
2014,SWE,Sweden,68,1629,2028938,4.16636,21.10452,40.18192,51.4838
2015,SWE,Sweden,67,1499,2214542,3.844737,19.32328,40.53447,52.70783
2016,SWE,Sweden,68,1370,2414727,3.53048,17.54406,34.7709,55.06165
2017,SWE,Sweden,70,1272,2591673,3.294788,16.1802,32.01076,56.60117
2018,SWE,Sweden,74,1176,2770190,3.068916,14.9082,0,57.83455
2004,CHE,Switzerland,338,3199,608143.9,89.49899,57.35801,87.37488,124.0749
2005,CHE,Switzerland,337,3199,685374.4,89.47821,56.7961,89.17758,134.6776
2006,CHE,Switzerland,331,3165,716287.1,88.46826,55.6206,91.25851,132.5748
2007,CHE,Switzerland,330,3187,769278.6,89.00192,55.27875,93.20529,133.535
2008,CHE,Switzerland,327,3160,755654.5,88.24273,53.95073,94.14688,125.852
2009,CHE,Switzerland,325,3132,782272.3,87.48355,52.67699,94.90086,132.7656
2010,CHE,Switzerland,320,3121,811476.8,87.07865,51.76652,95.98094,133.2845
2011,CHE,Switzerland,312,3069,835628.3,85.56028,50.24138,98.95218,134.5062
2012,CHE,Switzerland,297,3031,902340.6,84.21905,48.87921,99.2712,144.0486
2013,CHE,Switzerland,283,2987,1048695,82.75129,47.44399,98.95046,164.3266
2014,CHE,Switzerland,275,2937,1091042,81.28353,46.02522,97.62447,167.9254
2015,CHE,Switzerland,266,2864,1094812,79.20842,44.3477,98.69843,167.3365
2016,CHE,Switzerland,261,2767,1135738,76.62719,42.45736,98.41751,171.9792
2017,CHE,Switzerland,253,2685,1193374,74.34963,40.83588,97.93383,178.496
2018,CHE,Switzerland,248,2615,1223680,72.45166,39.51411,99.19242,177.3711
2004,SYR,Syrian Arab Republic,9,264,669661,1.487171,2.530788,0,52.85865
2005,SYR,Syrian Arab Republic,11,287,733252.9,1.623359,2.675082,0,48.67462
2006,SYR,Syrian Arab Republic,12,307,804457,1.737189,2.739935,0,47.18292
2007,SYR,Syrian Arab Republic,15,339,924447.6,1.927685,2.905582,0,45.81404
2008,SYR,Syrian Arab Republic,16,379,1069384,2.150948,3.110227,2.330702,0
2009,SYR,Syrian Arab Republic,19,438,1202411,2.488565,3.484524,7.152042,0
2010,SYR,Syrian Arab Republic,20,496,1400621,2.809998,3.857942,7.528967,0
2011,SYR,Syrian Arab Republic,20,526,1129761,2.97337,4.144126,7.954294,0
2012,SYR,Syrian Arab Republic,20,536,0,3.027828,4.339577,8.390368,0
2013,SYR,Syrian Arab Republic,20,539,0,3.044165,4.519802,0,0
2014,SYR,Syrian Arab Republic,0,0,0,0,0,0,0
2015,SYR,Syrian Arab Republic,0,0,0,0,0,0,0
2016,SYR,Syrian Arab Republic,0,0,0,0,0,0,0
2017,SYR,Syrian Arab Republic,0,0,0,0,0,0,0
2018,SYR,Syrian Arab Republic,0,0,0,0,0,0,0
2004,TJK,Tajikistan,12,189,287.7691,1.436125,4.89977,0,4.666123
2005,TJK,Tajikistan,12,201,446.0547,1.521863,5.022332,0.6366336,6.189551
